GCFID	SpeciesStrain	SpeciesID	SpeciesTaxnonmy	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	Domain	Kingdom	Phylum	Class	Order	Family	Genus	Species
GCF_015554695.1	Anaerostipes hadrus	Anaerostipes-hadrus	Anaerostipes hadrus	PRJNA224116	SAMN15533047	JADNJB000000000.1	na	649756	649756	Anaerostipes hadrus	strain=1001713B170207_170306_C2		latest	Scaffold	Major	Full	2020/11/17	ASM1555469v1	Icahn School of Medicine at Mount Sinai	GCA_015554695.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/554/695/GCF_015554695.1_ASM1555469v1	NA		na	Bacteria	norank	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Anaerostipes	Anaerostipes hadrus
GCF_020560665.1	Anaerostipes hadrus	Anaerostipes-hadrus	Anaerostipes hadrus	PRJNA224116	SAMN22167439	JAJCMT000000000.1	na	649756	649756	Anaerostipes hadrus	strain=DFI.4.141		latest	Contig	Major	Full	2021/10/25	ASM2056066v1	University of Chicago	GCA_020560665.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/560/665/GCF_020560665.1_ASM2056066v1	NA		na	Bacteria	norank	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Anaerostipes	Anaerostipes hadrus
GCF_020564205.1	Anaerostipes caccae	Anaerostipes-caccae	Anaerostipes caccae	PRJNA224116	SAMN22167292	JAJCRL000000000.1	na	105841	105841	Anaerostipes caccae	strain=DFI.1.13		latest	Contig	Major	Full	2021/10/25	ASM2056420v1	University of Chicago	GCA_020564205.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/564/205/GCF_020564205.1_ASM2056420v1	NA		na	Bacteria	norank	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Anaerostipes	Anaerostipes caccae
GCF_003467805.1	Faecalibacterium prausnitzii	Faecalibacterium-prausnitzii	Faecalibacterium prausnitzii	PRJNA224116	SAMN09736478	QSHX00000000.1	na	853	853	Faecalibacterium prausnitzii	strain=AM36-18BH		latest	Scaffold	Major	Full	2018/9/6	ASM346780v1	BGI	GCA_003467805.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/467/805/GCF_003467805.1_ASM346780v1	NA		na	Bacteria	norank	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Faecalibacterium	Faecalibacterium prausnitzii
GCF_009680105.1	Faecalibacterium prausnitzii	Faecalibacterium-prausnitzii	Faecalibacterium prausnitzii	PRJNA224116	SAMN11946065	WKQN00000000.1	na	853	853	Faecalibacterium prausnitzii	strain=BIOML-A1		latest	Scaffold	Major	Full	2019/11/20	ASM968010v1	Massachusetts Institute of Technology	GCA_009680105.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/680/105/GCF_009680105.1_ASM968010v1	NA		na	Bacteria	norank	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Faecalibacterium	Faecalibacterium prausnitzii
GCF_902497325.1	Faecalibacterium prausnitzii	Faecalibacterium-prausnitzii	Faecalibacterium prausnitzii	PRJNA224116	SAMEA5919445	CABVER000000000.1	na	853	853	Faecalibacterium prausnitzii	strain=P9225		latest	Scaffold	Major	Full	2019/11/7	P9225	URMITE	GCA_902497325.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/497/325/GCF_902497325.1_P9225	NA		na	Bacteria	norank	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Faecalibacterium	Faecalibacterium prausnitzii
GCF_902497435.1	Faecalibacterium prausnitzii	Faecalibacterium-prausnitzii	Faecalibacterium prausnitzii	PRJNA224116	SAMEA5919450	CABVEM000000000.1	na	853	853	Faecalibacterium prausnitzii	strain=P9122		latest	Contig	Major	Full	2019/11/7	P9122	URMITE	GCA_902497435.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/497/435/GCF_902497435.1_P9122	NA		na	Bacteria	norank	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Faecalibacterium	Faecalibacterium prausnitzii
GCF_000154425.1	Coprococcus eutactus ATCC 27759	Coprococcus-eutactus	Coprococcus eutactus	PRJNA224116	SAMN00627069	ABEY00000000.2	representative genome	411474	33043	Coprococcus eutactus ATCC 27759	strain=ATCC 27759		latest	Scaffold	Major	Full	2007/9/18	ASM15442v1	Washington University Genome Sequencing Center	GCA_000154425.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/154/425/GCF_000154425.1_ASM15442v1	NA	assembly from type material	na	Bacteria	norank	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Coprococcus	Coprococcus eutactus
GCF_013301475.1	Coprococcus comes	Coprococcus-comes	Coprococcus comes	PRJNA224116	SAMN14067705	JAAIOK000000000.1	na	410072	410072	Coprococcus comes	strain=MSK.16.14		latest	Contig	Major	Full	2020/6/8	ASM1330147v1	University of Chicago	GCA_013301475.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/301/475/GCF_013301475.1_ASM1330147v1	NA		na	Bacteria	norank	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Coprococcus	Coprococcus comes
GCF_015558505.1	Coprococcus comes	Coprococcus-comes	Coprococcus comes	PRJNA224116	SAMN15532605	JADMOE000000000.1	na	410072	410072	Coprococcus comes	strain=1001283B150304_161114_E1		latest	Scaffold	Major	Full	2020/11/17	ASM1555850v1	Icahn School of Medicine at Mount Sinai	GCA_015558505.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/558/505/GCF_015558505.1_ASM1555850v1	NA		na	Bacteria	norank	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Coprococcus	Coprococcus comes
GCF_018785055.1	Coprococcus eutactus	Coprococcus-eutactus	Coprococcus eutactus	PRJNA224116	SAMN12147388	WQPE00000000.1	na	33043	33043	Coprococcus eutactus	strain=MCC422		latest	Scaffold	Major	Full	2021/6/8	ASM1878505v1	University College Cork	GCA_018785055.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/785/055/GCF_018785055.1_ASM1878505v1	NA		na	Bacteria	norank	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Coprococcus	Coprococcus eutactus
GCF_000154445.1	Intestinibacter bartlettii DSM 16795	Intestinibacter-bartlettii	Intestinibacter bartlettii	PRJNA224116	SAMN02299419	ABEZ00000000.2	na	445973	261299	Intestinibacter bartlettii DSM 16795	strain=DSM 16795		latest	Scaffold	Major	Full	2007/11/1	ASM15444v1	Washington University Genome Sequencing Center	GCA_000154445.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/154/445/GCF_000154445.1_ASM15444v1	NA	assembly from type material	na	Bacteria	norank	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Intestinibacter	Intestinibacter bartlettii
GCF_005845095.1	Intestinibacter bartlettii	Intestinibacter-bartlettii	Intestinibacter bartlettii	PRJNA224116	SAMN10863276	SPHR00000000.1	na	261299	261299	Intestinibacter bartlettii	strain=BSD2780061688st1_A9		latest	Scaffold	Major	Full	2019/5/26	ASM584509v1	Icahn School of Medicine at Mount Sinai	GCA_005845095.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/845/095/GCF_005845095.1_ASM584509v1	NA		na	Bacteria	norank	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Intestinibacter	Intestinibacter bartlettii
GCF_018917435.1	Intestinibacter bartlettii	Intestinibacter-bartlettii	Intestinibacter bartlettii	PRJNA224116	SAMN19374048	JAHLOQ000000000.1	na	261299	261299	Intestinibacter bartlettii	strain=N19		latest	Contig	Major	Full	2021/6/16	ASM1891743v1	The Institute of Microbiology of the Chinese Academy of Sciences	GCA_018917435.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/917/435/GCF_018917435.1_ASM1891743v1	NA		na	Bacteria	norank	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Intestinibacter	Intestinibacter bartlettii
GCF_900167285.1	Intestinibacter bartlettii DSM 16795	Intestinibacter-bartlettii	Intestinibacter bartlettii	PRJNA224116	SAMN02745147	FUXV00000000.1	na	445973	261299	Intestinibacter bartlettii DSM 16795	strain=DSM 16795		latest	Scaffold	Major	Full	2017/3/4	IMG-taxon 2585428074 annotated assembly	DOE - JOINT GENOME INSTITUTE	GCA_900167285.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/167/285/GCF_900167285.1_IMG-taxon_2585428074_annotated_assembly	NA	assembly from type material	na	Bacteria	norank	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Intestinibacter	Intestinibacter bartlettii
GCF_000265365.1	Alistipes finegoldii DSM 17242	Alistipes-finegoldii	Alistipes finegoldii	PRJNA224116	SAMN02232007		na	679935	214856	Alistipes finegoldii DSM 17242	strain=DSM 17242		latest	Complete Genome	Major	Full	2012/6/8	ASM26536v1	DOE Joint Genome Institute	GCA_000265365.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/265/365/GCF_000265365.1_ASM26536v1	NA	assembly from type material	na	Bacteria	norank	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes finegoldii
GCF_015554845.1	Alistipes senegalensis	Alistipes-senegalensis	Alistipes senegalensis	PRJNA224116	SAMN15533282	JADNJG000000000.1	na	1288121	1288121	Alistipes senegalensis	strain=1001283B150304_161114_C11		latest	Scaffold	Major	Full	2020/11/17	ASM1555484v1	Icahn School of Medicine at Mount Sinai	GCA_015554845.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/554/845/GCF_015554845.1_ASM1555484v1	NA		na	Bacteria	norank	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes senegalensis
GCF_019132405.1	Alistipes finegoldii	Alistipes-finegoldii	Alistipes finegoldii	PRJNA224116	SAMN19731809	JAHOOI000000000.1	na	214856	214856	Alistipes finegoldii	strain=DFI.2.31		latest	Contig	Major	Full	2021/7/6	ASM1913240v1	University of Chicago	GCA_019132405.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/132/405/GCF_019132405.1_ASM1913240v1	NA		na	Bacteria	norank	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes finegoldii
GCF_902376165.1	Alistipes timonensis	Alistipes-timonensis	Alistipes timonensis	PRJNA224116	SAMEA5851065	CABKWN000000000.1	na	1465754	1465754	Alistipes timonensis		MGYG-HGUT-01562	latest	Scaffold	Major	Full	2019/8/16	MGYG-HGUT-01562	EMG	GCA_902376165.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/376/165/GCF_902376165.1_MGYG-HGUT-01562	NA		na	Bacteria	norank	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes timonensis
GCF_015560945.1	Erysipelatoclostridium ramosum	Erysipelatoclostridium-ramosum	Erysipelatoclostridium ramosum	PRJNA224116	SAMN15532801	JADMSW000000000.1	na	1547	1547	Erysipelatoclostridium ramosum	strain=BSD2780061689_150309_C12		latest	Scaffold	Major	Full	2020/11/17	ASM1556094v1	Icahn School of Medicine at Mount Sinai	GCA_015560945.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/560/945/GCF_015560945.1_ASM1556094v1	NA		na	Bacteria	norank	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Erysipelatoclostridium ramosum
GCF_016766855.1	Erysipelatoclostridium ramosum	Erysipelatoclostridium-ramosum	Erysipelatoclostridium ramosum	PRJNA224116	SAMN16357275		na	1547	1547	Erysipelatoclostridium ramosum	strain=FDAARGOS_1106		latest	Chromosome	Major	Full	2021/1/28	ASM1676685v1	US Food and Drug Administration	GCA_016766855.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/766/855/GCF_016766855.1_ASM1676685v1	NA		na	Bacteria	norank	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Erysipelatoclostridium ramosum
GCF_019131195.1	Erysipelatoclostridium ramosum	Erysipelatoclostridium-ramosum	Erysipelatoclostridium ramosum	PRJNA224116	SAMN19731879	JAHOLU000000000.1	na	1547	1547	Erysipelatoclostridium ramosum	strain=MSK.15.3		latest	Contig	Major	Full	2021/7/6	ASM1913119v1	University of Chicago	GCA_019131195.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/131/195/GCF_019131195.1_ASM1913119v1	NA		na	Bacteria	norank	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Erysipelatoclostridium ramosum
GCF_020538465.1	Erysipelatoclostridium ramosum	Erysipelatoclostridium-ramosum	Erysipelatoclostridium ramosum	PRJNA224116	SAMN22165266	JAJBOL000000000.1	na	1547	1547	Erysipelatoclostridium ramosum	strain=MSK.23.19		latest	Contig	Major	Full	2021/10/20	ASM2053846v1	University of Chicago	GCA_020538465.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/538/465/GCF_020538465.1_ASM2053846v1	NA		na	Bacteria	norank	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Erysipelatoclostridium ramosum
GCF_009911235.1	Anaerotruncus colihominis	Anaerotruncus-colihominis	Anaerotruncus colihominis	PRJNA224116	SAMN09901045	QXWZ00000000.1	na	169435	169435	Anaerotruncus colihominis	strain=X69		latest	Contig	Major	Full	2020/1/21	ASM991123v1	Chinese Academy of Science	GCA_009911235.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/911/235/GCF_009911235.1_ASM991123v1	NA		na	Bacteria	norank	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Anaerotruncus	Anaerotruncus colihominis
GCF_010206195.1	Anaerotruncus colihominis	Anaerotruncus-colihominis	Anaerotruncus colihominis	PRJNA224116	SAMN12158249	VIQT00000000.1	na	169435	169435	Anaerotruncus colihominis	strain=JM4-15		latest	Contig	Major	Full	2020/2/5	ASM1020619v1	Bioaster	GCA_010206195.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/206/195/GCF_010206195.1_ASM1020619v1	NA		na	Bacteria	norank	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Anaerotruncus	Anaerotruncus colihominis
GCF_015551265.1	Anaerotruncus rubiinfantis	Anaerotruncus-rubiinfantis	Anaerotruncus rubiinfantis	PRJNA224116	SAMN15533180	JADNCI000000000.1	na	1720200	1720200	Anaerotruncus rubiinfantis	strain=1001713B170131_170501_D12		latest	Scaffold	Major	Full	2020/11/17	ASM1555126v1	Icahn School of Medicine at Mount Sinai	GCA_015551265.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/551/265/GCF_015551265.1_ASM1555126v1	NA		na	Bacteria	norank	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Anaerotruncus	Anaerotruncus rubiinfantis
GCF_015554285.1	Anaerotruncus colihominis	Anaerotruncus-colihominis	Anaerotruncus colihominis	PRJNA224116	SAMN15533212	JADNIE000000000.1	representative genome	169435	169435	Anaerotruncus colihominis	strain=1001271B_151109_H4		latest	Scaffold	Major	Full	2020/11/17	ASM1555428v1	Icahn School of Medicine at Mount Sinai	GCA_015554285.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/554/285/GCF_015554285.1_ASM1555428v1	NA		na	Bacteria	norank	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Anaerotruncus	Anaerotruncus colihominis
GCF_000473105.1	Phaeobacter inhibens DSM 16374	Phaeobacter-inhibens	Phaeobacter inhibens	PRJNA224116	SAMN02440777	AXBB00000000.1	na	999548	221822	Phaeobacter inhibens DSM 16374	strain=DSM 16374		latest	Scaffold	Major	Full	2013/9/30	ASM47310v1	DOE Joint Genome Institute	GCA_000473105.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/473/105/GCF_000473105.1_ASM47310v1	NA	assembly from type material	na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter inhibens
GCF_002393525.1	Phaeobacter gallaeciensis	Phaeobacter-gallaeciensis	Phaeobacter gallaeciensis	PRJNA224116	SAMN03294483		na	60890	60890	Phaeobacter gallaeciensis	strain=P63		latest	Complete Genome	Major	Full	2017/9/28	ASM239352v1	Leibniz Institute DSMZ	GCA_002393525.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/393/525/GCF_002393525.1_ASM239352v1	NA		na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
GCF_002412045.1	Phaeobacter piscinae	Phaeobacter-piscinae	Phaeobacter piscinae	PRJNA224116	SAMN03292295		na	1580596	1580596	Phaeobacter piscinae	strain=P13		latest	Complete Genome	Major	Full	2017/10/2	ASM241204v1	Leibniz Institute DSMZ	GCA_002412045.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/412/045/GCF_002412045.1_ASM241204v1	NA		na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter piscinae
GCF_003443555.1	Phaeobacter inhibens	Phaeobacter-inhibens	Phaeobacter inhibens	PRJNA224116	SAMN09780822		na	221822	221822	Phaeobacter inhibens	strain=2.10		latest	Complete Genome	Major	Full	2018/9/4	ASM344355v1	University of New South Wales	GCA_003443555.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/443/555/GCF_003443555.1_ASM344355v1	NA		na	Bacteria	norank	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter inhibens
GCF_002265395.1	Providencia rettgeri	Providencia-rettgeri	Providencia rettgeri	PRJNA224116	SAMN07376394	NOWC00000000.1	na	587	587	Providencia rettgeri	strain=PR1		latest	Scaffold	Major	Full	2017/8/22	ASM226539v1	Washington University	GCA_002265395.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/265/395/GCF_002265395.1_ASM226539v1	NA		na	Bacteria	norank	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia	Providencia rettgeri
GCF_010319105.1	Providencia rettgeri	Providencia-rettgeri	Providencia rettgeri	PRJNA224116	SAMD00185878		na	587	587	Providencia rettgeri	strain=BML2526		latest	Complete Genome	Major	Full	2020/1/24	ASM1031910v1	Juntendo University	GCA_010319105.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/319/105/GCF_010319105.1_ASM1031910v1	NA		na	Bacteria	norank	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia	Providencia rettgeri
GCF_011683805.1	Providencia rettgeri	Providencia-rettgeri	Providencia rettgeri	PRJNA224116	SAMN14381065	JAAQOH000000000.1	na	587	587	Providencia rettgeri	strain=594m/10B		latest	Contig	Major	Full	2020/3/23	ASM1168380v1	University of Veterinary and Pharmaceutical Sciences Brno	GCA_011683805.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/683/805/GCF_011683805.1_ASM1168380v1	NA		na	Bacteria	norank	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia	Providencia rettgeri
GCF_020271745.1	Providencia alcalifaciens	Providencia-alcalifaciens	Providencia alcalifaciens	PRJNA224116	SAMN20477962		na	126385	126385	Providencia alcalifaciens	strain=LHC2-1		latest	Complete Genome	Major	Full	2021/10/5	ASM2027174v1	Yangzhou University	GCA_020271745.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/020/271/745/GCF_020271745.1_ASM2027174v1	NA		na	Bacteria	norank	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia	Providencia alcalifaciens
GCF_009876315.1	Collinsella aerofaciens	Collinsella-aerofaciens	Collinsella aerofaciens	PRJNA224116	SAMN11945312	WWTJ00000000.1	na	74426	74426	Collinsella aerofaciens	strain=BIOML-A2		latest	Contig	Major	Full	2020/1/14	ASM987631v1	Massachusetts Institute of Technology	GCA_009876315.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/876/315/GCF_009876315.1_ASM987631v1	NA		na	Bacteria	norank	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella aerofaciens
GCF_015549175.1	Collinsella aerofaciens	Collinsella-aerofaciens	Collinsella aerofaciens	PRJNA224116	SAMN15532825	JADMYJ000000000.1	na	74426	74426	Collinsella aerofaciens	strain=D52t1_170925_B11		latest	Scaffold	Major	Full	2020/11/17	ASM1554917v1	Icahn School of Medicine at Mount Sinai	GCA_015549175.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/549/175/GCF_015549175.1_ASM1554917v1	NA		na	Bacteria	norank	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella aerofaciens
GCF_015557945.1	Collinsella aerofaciens	Collinsella-aerofaciens	Collinsella aerofaciens	PRJNA224116	SAMN15532593	JADNPG000000000.1	na	74426	74426	Collinsella aerofaciens	strain=D54t1_190329_E10		latest	Scaffold	Major	Full	2020/11/17	ASM1555794v1	Icahn School of Medicine at Mount Sinai	GCA_015557945.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/557/945/GCF_015557945.1_ASM1555794v1	NA		na	Bacteria	norank	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella aerofaciens
GCF_015560135.1	Collinsella aerofaciens	Collinsella-aerofaciens	Collinsella aerofaciens	PRJNA224116	SAMN15532573	JADMRH000000000.1	na	74426	74426	Collinsella aerofaciens	strain=1001713B170131_170501_H8		latest	Scaffold	Major	Full	2020/11/17	ASM1556013v1	Icahn School of Medicine at Mount Sinai	GCA_015560135.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/560/135/GCF_015560135.1_ASM1556013v1	NA		na	Bacteria	norank	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella aerofaciens
GCF_003458535.1	Roseburia inulinivorans	Roseburia-inulinivorans	Roseburia inulinivorans	PRJNA224116	SAMN09734476	QRUN00000000.1	na	360807	360807	Roseburia inulinivorans	strain=AF24-4		latest	Scaffold	Major	Full	2018/9/5	ASM345853v1	BGI	GCA_003458535.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/458/535/GCF_003458535.1_ASM345853v1	NA		na	Bacteria	norank	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Roseburia	Roseburia inulinivorans
GCF_003475515.1	Roseburia intestinalis	Roseburia-intestinalis	Roseburia intestinalis	PRJNA224116	SAMN09734578	QRQN00000000.1	na	166486	166486	Roseburia intestinalis	strain=AF31-21AC		latest	Scaffold	Major	Full	2018/9/6	ASM347551v1	BGI	GCA_003475515.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/475/515/GCF_003475515.1_ASM347551v1	NA		na	Bacteria	norank	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Roseburia	Roseburia intestinalis
GCF_013300445.1	Roseburia intestinalis	Roseburia-intestinalis	Roseburia intestinalis	PRJNA224116	SAMN14067790	JAAILV000000000.1	na	166486	166486	Roseburia intestinalis	strain=MSK.17.84		latest	Contig	Major	Full	2020/6/8	ASM1330044v1	University of Chicago	GCA_013300445.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/300/445/GCF_013300445.1_ASM1330044v1	NA		na	Bacteria	norank	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Roseburia	Roseburia intestinalis
GCF_015550045.1	Roseburia faecis	Roseburia-faecis	Roseburia faecis	PRJNA224116	SAMN15532589	JADNAB000000000.1	na	301302	301302	Roseburia faecis	strain=1001713B170207_170306_F11		latest	Scaffold	Major	Full	2020/11/17	ASM1555004v1	Icahn School of Medicine at Mount Sinai	GCA_015550045.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/550/045/GCF_015550045.1_ASM1555004v1	NA		na	Bacteria	norank	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Roseburia	Roseburia faecis
GCF_003464225.1	Holdemanella biformis	Holdemanella-biformis	Holdemanella biformis	PRJNA224116	SAMN09734296	QRYH00000000.1	representative genome	1735	1735	Holdemanella biformis	strain=AF15-5		latest	Scaffold	Major	Full	2018/9/6	ASM346422v1	BGI	GCA_003464225.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/464/225/GCF_003464225.1_ASM346422v1	NA		na	Bacteria	norank	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	Holdemanella biformis
GCF_003464345.1	Holdemanella biformis	Holdemanella-biformis	Holdemanella biformis	PRJNA224116	SAMN09734279	QRYQ00000000.1	na	1735	1735	Holdemanella biformis	strain=AF15-20		latest	Scaffold	Major	Full	2018/9/6	ASM346434v1	BGI	GCA_003464345.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/464/345/GCF_003464345.1_ASM346434v1	NA		na	Bacteria	norank	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	Holdemanella biformis
GCF_015547685.1	Holdemanella biformis	Holdemanella-biformis	Holdemanella biformis	PRJNA224116	SAMN15532556	JADMVO000000000.1	na	1735	1735	Holdemanella biformis	strain=D31t1_170403_F4		latest	Scaffold	Major	Full	2020/11/17	ASM1554768v1	Icahn School of Medicine at Mount Sinai	GCA_015547685.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/547/685/GCF_015547685.1_ASM1554768v1	NA		na	Bacteria	norank	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	Holdemanella biformis
GCF_019131495.1	Holdemanella biformis	Holdemanella-biformis	Holdemanella biformis	PRJNA224116	SAMN19731865	JAHOMH000000000.1	na	1735	1735	Holdemanella biformis	strain=MSK.13.45		latest	Contig	Major	Full	2021/7/6	ASM1913149v1	University of Chicago	GCA_019131495.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/131/495/GCF_019131495.1_ASM1913149v1	NA		na	Bacteria	norank	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	Holdemanella biformis
GCF_001648245.1	Eikenella corrodens	Eikenella-corrodens	Eikenella corrodens	PRJNA224116	SAMN04931631	LXSG00000000.1	na	539	539	Eikenella corrodens	strain=NML04-0072		latest	Contig	Major	Full	2016/5/19	ASM164824v1	Public Health Agency of Canada	GCA_001648245.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/648/245/GCF_001648245.1_ASM164824v1	NA		na	Bacteria	norank	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Eikenella	Eikenella corrodens
